filename,trial1,trial2,trial3,trial4
1572.sql,0.467,0.414,0.421,0.472
1573.sql,0.144,0.132,0.131,0.133
1574.sql,0.103,0.103,0.116,0.109
1575.sql,0.093,0.092,0.101,0.091
1576.sql,22.778,22.756,22.773,23.112
1577.sql,3.282,3.242,3.402,3.251
1578.sql,0.102,0.110,0.096,0.094
1579.sql,0.136,0.159,0.154,0.159
1580.sql,0.519,0.507,0.564,0.507
1581.sql,0.561,0.589,0.561,0.622
1582.sql,1.266,1.259,1.219,1.235
1583.sql,0.682,0.735,0.665,0.680
1585.sql,0.494,0.460,0.528,0.527
1586.sql,2.653,2.645,2.680,2.703
1587.sql,0.708,0.744,0.687,0.713
1588.sql,0.299,0.284,0.237,0.239
1589.sql,0.220,0.199,0.187,0.187
1590.sql,1.537,1.547,1.455,1.533
1591.sql,19.405,19.438,19.525,20.130
1592.sql,1.014,0.967,0.969,0.967
1593.sql,0.374,0.372,0.371,0.413
1595.sql,0.166,0.166,0.157,0.161
1596.sql,0.476,0.458,0.504,0.461
1597.sql,0.477,0.425,0.406,0.484
1598.sql,1.735,1.820,1.770,1.793
1599.sql,2.851,2.814,2.817,2.810
1600.sql,5.554,5.060,4.995,5.300
1601.sql,1.957,1.960,1.915,1.911
1602.sql,6.490,6.581,6.511,6.830
1604.sql,0.547,0.546,0.548,0.543
1605.sql,0.134,0.128,0.133,0.133
1606.sql,1.249,1.272,1.269,1.280
1607.sql,0.105,0.119,0.118,0.119
1608.sql,0.583,0.618,0.574,0.541
1609.sql,0.166,0.176,0.157,0.155
1611.sql,0.519,0.532,0.494,0.488
1612.sql,0.116,0.113,0.117,0.130
1613.sql,0.173,0.151,0.151,0.176
1614.sql,0.146,0.146,0.158,0.162
1615.sql,0.988,1.028,0.985,1.084
1616.sql,28.716,28.398,28.419,28.564
1617.sql,0.155,0.146,0.157,0.155
1618.sql,0.108,0.103,0.106,0.100
1619.sql,0.586,0.547,0.518,0.481
1620.sql,3.725,3.628,3.607,3.605
1621.sql,0.234,0.201,0.203,0.201
1622.sql,0.183,0.217,0.189,0.215
1623.sql,0.422,0.425,0.425,0.481
1625.sql,1.745,1.865,1.759,1.731
1626.sql,0.160,0.152,0.176,0.177
1627.sql,0.119,0.118,0.100,0.110
1628.sql,0.180,0.178,0.206,0.206
1630.sql,0.085,0.084,0.080,0.084
1631.sql,0.100,0.101,0.099,0.101
1632.sql,5.448,5.450,5.499,5.445
1633.sql,0.380,0.325,0.337,0.337
1634.sql,0.274,0.297,0.249,0.251
1635.sql,0.107,0.096,0.105,0.103
1636.sql,0.269,0.169,0.144,0.171
1637.sql,0.174,0.198,0.171,0.168
1638.sql,0.128,0.129,0.131,0.129
1640.sql,0.133,0.121,0.132,0.133
1642.sql,0.182,0.162,0.162,0.158
1643.sql,1.513,1.555,1.610,1.541
1644.sql,0.136,0.119,0.138,0.123
1645.sql,1.181,0.143,0.170,0.169
1646.sql,0.098,0.102,0.097,0.103
1647.sql,0.098,0.101,0.105,0.098
1648.sql,0.801,0.761,0.798,0.767
1649.sql,0.716,0.717,0.784,0.728
1650.sql,1.442,1.545,1.492,1.473
1651.sql,3.093,3.080,3.006,3.036
1652.sql,0.989,0.941,0.936,0.904
1653.sql,0.330,0.333,0.332,0.390
1655.sql,6.860,6.738,6.765,6.907
1656.sql,0.388,0.132,0.129,0.126
1657.sql,0.112,0.114,0.118,0.118
1658.sql,1.308,1.306,1.292,1.362
1659.sql,0.405,0.407,0.370,0.406
1660.sql,2.868,2.867,2.908,2.851
1661.sql,1.217,1.234,1.234,1.293
1662.sql,2.004,2.050,1.975,1.962
1663.sql,0.376,0.381,0.382,0.378
1664.sql,1.025,0.990,0.980,1.015
1665.sql,0.861,0.908,0.851,0.854
1666.sql,0.248,0.249,0.294,0.293
1667.sql,0.092,0.087,0.091,0.094
1668.sql,0.069,0.064,0.066,0.066
1669.sql,1.291,1.294,1.278,1.263
1670.sql,1.738,1.666,1.743,1.652
1671.sql,1.488,1.563,1.580,1.549
1672.sql,0.146,0.160,0.159,0.151
1673.sql,0.157,0.152,0.147,0.153
1674.sql,2.246,2.244,2.200,2.145
1675.sql,1.511,1.509,1.515,1.513
1677.sql,1.540,1.556,1.571,1.544
1678.sql,0.776,0.726,0.752,0.734
1679.sql,0.416,0.373,0.410,0.367
1680.sql,2.196,2.094,2.118,2.067
1681.sql,0.328,0.371,0.321,0.322
1682.sql,0.172,0.153,0.172,0.171
1683.sql,0.178,0.179,0.214,0.177
1684.sql,0.376,0.383,0.381,0.380
1685.sql,2.364,2.268,2.255,2.220
1686.sql,0.393,0.437,0.391,0.385
1688.sql,3.531,3.744,3.587,3.528
1689.sql,0.567,0.544,0.517,0.560
1690.sql,0.167,0.169,0.167,0.156
1692.sql,12.499,12.439,12.108,12.174
1693.sql,0.461,0.471,0.426,0.428
1694.sql,0.787,0.710,0.718,0.786
1695.sql,0.145,0.150,0.138,0.163
1696.sql,0.654,0.636,0.646,0.707
1697.sql,0.107,0.101,0.093,0.093
1698.sql,0.607,0.607,0.612,0.646
1699.sql,0.107,0.118,0.105,0.106
1700.sql,0.247,0.226,0.217,0.224
1701.sql,0.600,0.601,0.593,0.594
1702.sql,0.112,0.111,0.100,0.114
1703.sql,0.429,0.420,0.423,0.435
1704.sql,1.196,1.201,1.204,1.217
1705.sql,0.093,0.090,0.093,0.092
1706.sql,0.207,0.199,0.201,0.194
1707.sql,0.566,0.516,0.512,0.523
1708.sql,0.235,0.234,0.230,0.271
1709.sql,0.104,0.105,0.104,0.114
1711.sql,0.685,0.350,0.386,0.351
1712.sql,0.328,0.306,0.297,0.370
1713.sql,0.349,0.314,0.310,0.310
1714.sql,0.128,0.128,0.143,0.134
1715.sql,0.204,0.244,0.212,0.206
1716.sql,8.347,8.194,8.178,8.178
1717.sql,4.128,4.257,4.163,4.173
1718.sql,3.608,3.601,3.595,3.736
1719.sql,31.120,31.218,31.252,31.159
1720.sql,0.449,0.418,0.441,0.445
1721.sql,0.242,0.164,0.144,0.172
1722.sql,0.527,0.542,0.529,0.499
1723.sql,0.400,0.436,0.403,0.397
1725.sql,0.188,0.176,0.164,0.187
1726.sql,0.119,0.116,0.124,0.111
1728.sql,0.157,0.155,0.141,0.159
1729.sql,1.138,0.644,0.595,0.636
1730.sql,0.276,0.262,0.272,0.268
1731.sql,0.812,0.750,0.750,0.748
1732.sql,0.080,0.084,0.083,0.082
1733.sql,0.299,0.249,0.249,0.284
1734.sql,0.152,0.151,0.151,0.150
1735.sql,0.779,0.780,0.777,0.866
1736.sql,2.062,2.037,2.157,2.088
1737.sql,0.708,0.690,0.748,0.674
1738.sql,8.262,8.180,8.043,8.085
1739.sql,0.288,0.269,0.328,0.278
1741.sql,2.119,2.068,2.031,2.127
1743.sql,271.042,271.077,271.045,271.172
1744.sql,1.654,1.652,1.737,1.695
1746.sql,0.534,0.523,0.559,0.512
1747.sql,0.067,0.069,0.071,0.073
1748.sql,0.131,0.130,0.127,0.128
1749.sql,156.356,155.811,157.151,157.185
1750.sql,0.210,0.221,0.184,0.176
1751.sql,0.096,0.088,0.101,0.101
1752.sql,0.190,0.149,0.142,0.155
1753.sql,0.203,0.065,0.066,0.063
1754.sql,0.114,0.107,0.124,0.115
1755.sql,7.839,7.783,7.560,7.615
1756.sql,16.246,16.366,16.233,16.253
1757.sql,0.176,0.172,0.165,0.179
1758.sql,0.479,0.476,0.410,0.443
1759.sql,1.111,1.052,1.037,1.051
1760.sql,111.733,112.019,112.669,111.947
1761.sql,0.108,0.106,0.107,0.103
1762.sql,0.171,0.169,0.168,0.153
1763.sql,0.062,0.065,0.067,0.065
1765.sql,0.212,0.187,0.215,0.209
1766.sql,0.274,0.308,0.273,0.269
1767.sql,0.159,0.144,0.153,0.156
1768.sql,0.060,0.061,0.061,0.062
1769.sql,0.465,0.530,0.461,0.463
1770.sql,0.426,0.459,0.430,0.456
1771.sql,12.812,11.518,11.472,12.686
1773.sql,1.334,1.324,1.310,1.343
1774.sql,1.429,1.464,1.437,1.458
1775.sql,0.136,0.140,0.140,0.138
1776.sql,1.194,1.168,1.170,1.211
1777.sql,1.224,1.216,1.168,1.173
1778.sql,1.209,1.161,1.169,1.172
1779.sql,1.480,1.456,1.447,1.528
1780.sql,0.112,0.112,0.118,0.119
1781.sql,0.136,0.163,0.141,0.143
1782.sql,0.204,0.230,0.199,0.206
1783.sql,0.445,0.452,0.445,0.445
1784.sql,0.065,0.069,0.064,0.067
1785.sql,0.172,0.164,0.164,0.185
1786.sql,0.143,0.138,0.144,0.163
1787.sql,0.955,0.876,0.950,0.896
1788.sql,0.372,0.359,0.371,0.361
1789.sql,0.416,0.410,0.428,0.454
1790.sql,1.226,1.221,1.226,1.229
1791.sql,2.938,3.014,2.925,3.034
1792.sql,0.166,0.166,0.162,0.155
1795.sql,1.411,1.480,1.416,1.392
1796.sql,0.152,0.170,0.146,0.168
1797.sql,0.406,0.406,0.408,0.403
1798.sql,0.334,0.326,0.267,0.280
1799.sql,0.108,0.104,0.115,0.114
1800.sql,0.215,0.228,0.222,0.261
1802.sql,1.647,1.618,1.617,1.616
1803.sql,0.130,0.118,0.114,0.116
1804.sql,3.563,3.681,3.532,3.446
1805.sql,0.692,0.747,0.705,0.690
1806.sql,2.944,2.961,2.923,2.926
1807.sql,0.642,0.638,0.642,0.635
1808.sql,0.817,0.782,0.761,0.727
1809.sql,0.145,0.145,0.131,0.144
1810.sql,0.466,0.433,0.502,0.432
1812.sql,1.162,1.166,1.166,1.207
1814.sql,189.840,186.888,187.458,187.151
1816.sql,1.416,1.347,1.337,1.342
1817.sql,0.685,0.663,0.659,0.682
1818.sql,0.427,0.410,0.372,0.355
1819.sql,0.301,0.276,0.276,0.307
1820.sql,0.129,0.131,0.134,0.134
1822.sql,0.260,0.328,0.216,0.262
1823.sql,0.622,0.561,0.624,0.572
1824.sql,0.536,0.531,0.589,0.582
1825.sql,1.159,1.227,1.185,1.175
1826.sql,1.571,1.533,1.495,1.589
1827.sql,2.075,2.051,2.049,2.051
1828.sql,1.574,1.578,1.576,1.573
1829.sql,14.668,14.814,14.319,14.293
1830.sql,3.182,3.162,3.063,3.009
1831.sql,1.040,0.981,1.058,0.980
1832.sql,0.762,0.756,0.820,0.817
1833.sql,0.149,0.133,0.133,0.132
1834.sql,1.167,1.150,1.253,1.170
1835.sql,0.809,0.879,0.826,0.864
1836.sql,0.091,0.099,0.098,0.102
1839.sql,154.063,153.832,153.738,154.317
1841.sql,7.057,6.961,7.162,6.781
1842.sql,0.282,0.240,0.294,0.251
1843.sql,0.088,0.082,0.082,0.084
1844.sql,0.355,0.430,0.360,0.345
1845.sql,0.316,0.324,0.323,0.321
1846.sql,0.673,0.618,0.628,0.621
1847.sql,0.489,0.421,0.480,0.409
1848.sql,0.209,0.181,0.199,0.206
1850.sql,0.106,0.105,0.100,0.097
1851.sql,0.110,0.106,0.100,0.097
1852.sql,1.561,1.469,1.557,1.474
1853.sql,1.555,1.554,1.590,1.536
1854.sql,0.983,1.048,0.978,0.981
1855.sql,0.189,0.183,0.186,0.188
1859.sql,0.713,0.663,0.731,0.724
1860.sql,1.077,1.070,1.058,1.082
1862.sql,0.399,0.442,0.394,0.451
1864.sql,0.254,0.287,0.238,0.239
1865.sql,2.132,0.148,0.167,0.171
1866.sql,0.542,0.550,0.527,0.561
1867.sql,4.229,4.226,4.220,4.216
1868.sql,0.541,0.540,0.540,0.564
1869.sql,6.075,5.734,5.736,5.737
1870.sql,0.399,0.456,0.400,0.476
1871.sql,0.111,0.115,0.117,0.120
1872.sql,0.148,0.135,0.132,0.139
1873.sql,4.084,4.088,4.306,4.116
1874.sql,0.120,0.118,0.118,0.118
1875.sql,0.566,0.631,0.557,0.562
1876.sql,0.121,0.116,0.121,0.133
1877.sql,0.126,0.128,0.145,0.128
1878.sql,1.473,1.351,1.354,1.352
1879.sql,1.899,1.818,1.878,1.839
1880.sql,0.498,0.497,0.499,0.571
1881.sql,0.169,0.165,0.167,0.173
1882.sql,0.128,0.129,0.133,0.152
1883.sql,0.244,0.162,0.160,0.151
1884.sql,1.675,1.596,1.655,1.611
1885.sql,0.419,0.369,0.376,0.389
1886.sql,2.454,2.563,2.496,2.494
1887.sql,0.106,0.119,0.126,0.123
1888.sql,3.620,3.449,3.440,3.568
1890.sql,0.678,0.674,0.677,0.751
1891.sql,0.282,0.285,0.286,0.285
1892.sql,0.332,0.320,0.395,0.331
1893.sql,0.440,0.358,0.388,0.372
1894.sql,0.173,0.176,0.202,0.209
1895.sql,0.155,0.176,0.177,0.258
1896.sql,0.515,0.491,0.444,0.512
1898.sql,1.825,1.884,1.813,1.789
1899.sql,1.085,1.087,1.038,1.041
1900.sql,1.820,1.781,1.781,1.779
1901.sql,0.206,0.189,0.173,0.172
1902.sql,0.228,0.233,0.222,0.226
1903.sql,0.670,0.173,0.180,0.159
1904.sql,0.673,0.761,0.664,0.713
1905.sql,0.590,0.538,0.559,0.543
1906.sql,0.211,0.261,0.258,0.209
1907.sql,2.101,2.106,2.105,2.211
1908.sql,0.162,0.166,0.152,0.167
1909.sql,8.200,7.985,7.995,8.232
1911.sql,0.710,0.647,0.648,0.646
1912.sql,1.535,1.451,1.517,1.427
1913.sql,0.223,0.198,0.233,0.196
1914.sql,0.452,0.416,0.414,0.417
1915.sql,29.573,29.747,29.781,29.960
1916.sql,1.065,1.087,1.056,1.053
1918.sql,0.161,0.141,0.142,0.142
1919.sql,1.690,1.696,1.686,1.781
1920.sql,0.935,0.913,0.907,0.948
1921.sql,2.027,1.929,1.932,1.930
1922.sql,3.474,3.507,3.488,3.471
1923.sql,0.156,0.134,0.157,0.137
1924.sql,22.902,23.055,22.856,22.590
1925.sql,0.623,0.672,0.603,0.655
1926.sql,0.277,0.144,0.166,0.165
1927.sql,0.160,0.149,0.166,0.144
1928.sql,0.092,0.098,0.088,0.093
1929.sql,0.210,0.216,0.214,0.241
1930.sql,13.780,13.889,13.931,13.644
1932.sql,1.143,1.106,1.177,1.165
1933.sql,0.092,0.095,0.097,0.102
1934.sql,0.210,0.203,0.212,0.210
1935.sql,1.649,1.647,1.697,1.666
1937.sql,0.088,0.079,0.076,0.081
1938.sql,0.201,0.205,0.194,0.202
1939.sql,0.354,0.341,0.316,0.365
1940.sql,0.585,0.657,0.663,0.623
1941.sql,0.132,0.128,0.121,0.132
1942.sql,1.344,1.361,1.344,1.457
1944.sql,0.435,0.346,0.365,0.352
1947.sql,0.151,0.150,0.149,0.155
1948.sql,0.248,0.221,0.260,0.237
1949.sql,0.415,0.414,0.412,0.489
1950.sql,0.124,0.136,0.132,0.128
1951.sql,0.407,0.370,0.365,0.429
1952.sql,0.732,0.735,0.735,0.739
1953.sql,107.486,106.536,108.993,108.156
1954.sql,0.610,0.604,0.553,0.629
1955.sql,0.097,0.090,0.094,0.091
1956.sql,4.626,4.722,4.726,4.753
1957.sql,176.884,176.165,176.369,176.532
1958.sql,4.208,4.303,4.179,4.146
1959.sql,0.552,0.530,0.543,0.525
1960.sql,0.143,0.142,0.142,0.142
1961.sql,0.059,0.059,0.061,0.061
1962.sql,0.245,0.241,0.244,0.277
1963.sql,2.363,2.459,2.463,2.431
1964.sql,1.629,1.542,1.526,1.644
1965.sql,1.605,1.696,1.644,1.581
1966.sql,0.936,0.999,0.920,0.930
1967.sql,1.038,0.991,0.962,0.967
1968.sql,0.140,0.143,0.135,0.133
1969.sql,0.142,0.136,0.129,0.130
1970.sql,56.531,55.459,55.968,55.412
1971.sql,1.896,1.856,1.917,1.886
1972.sql,0.140,0.138,0.132,0.137
1973.sql,0.189,0.157,0.298,0.197
1974.sql,0.347,0.373,0.355,0.341
1975.sql,1.248,1.242,1.293,1.262
1976.sql,0.114,0.129,0.119,0.117
1977.sql,0.554,0.565,0.559,0.609
1978.sql,2.523,2.579,2.565,2.564
1979.sql,0.095,0.142,0.103,0.103
1980.sql,0.369,0.341,0.358,0.382
1981.sql,0.102,0.105,0.107,0.097
1982.sql,0.444,0.439,0.441,0.456
1983.sql,0.438,0.475,0.421,0.448
1984.sql,0.258,0.326,0.321,0.273
1985.sql,0.893,0.910,0.911,0.932
1986.sql,0.133,0.140,0.131,0.139
1987.sql,1.104,1.105,1.078,1.091
1988.sql,0.103,0.097,0.097,0.096
1989.sql,0.469,0.391,0.432,0.427
1991.sql,3.015,2.914,2.915,2.913
1992.sql,1.903,1.808,1.817,1.812
1993.sql,3.252,3.146,3.227,3.159
1994.sql,0.331,0.379,0.330,0.330
1995.sql,2.194,1.466,1.383,1.456
1996.sql,0.467,0.493,0.458,0.427
1997.sql,0.789,0.876,0.836,0.815
1998.sql,0.075,0.068,0.081,0.072
1999.sql,1.457,0.372,0.373,0.368
2000.sql,0.137,0.118,0.125,0.119
2002.sql,11.418,11.261,11.174,11.121
2003.sql,0.347,0.346,0.346,0.374
2004.sql,0.120,0.129,0.120,0.115
2005.sql,0.594,0.547,0.530,0.504
2006.sql,4.549,4.410,4.540,4.417
2007.sql,0.151,0.150,0.148,0.145
2009.sql,0.477,0.491,0.450,0.454
2010.sql,0.160,0.146,0.142,0.144
2011.sql,8.275,8.273,8.285,8.277
2013.sql,0.144,0.142,0.136,0.137
2014.sql,0.243,0.245,0.205,0.246
2015.sql,0.352,0.350,0.419,0.352
2016.sql,0.349,0.155,0.153,0.154
2017.sql,1.394,1.393,1.360,1.362
2018.sql,0.794,0.817,0.744,0.811
2019.sql,1.158,1.268,1.184,1.266
2020.sql,1.483,1.509,1.464,1.454
2021.sql,0.701,0.747,0.715,0.687
2022.sql,0.430,0.119,0.127,0.121
2023.sql,0.086,0.084,0.088,0.080
2024.sql,3.170,3.238,3.143,3.111
2025.sql,0.846,0.154,0.153,0.149
2026.sql,7.636,8.080,7.685,8.078
2027.sql,0.083,0.074,0.076,0.084
2028.sql,1.074,1.033,1.035,1.095
2029.sql,1.295,0.637,0.593,0.598
2030.sql,0.122,0.120,0.108,0.114
2031.sql,0.082,0.084,0.077,0.088
2032.sql,0.367,0.366,0.381,0.309
2033.sql,0.106,0.121,0.121,0.122
2034.sql,7.328,7.128,7.427,7.165
2035.sql,0.098,0.095,0.092,0.101
2036.sql,0.793,0.872,0.788,0.844
2037.sql,0.526,0.507,0.558,0.525
2038.sql,5.614,5.525,5.628,5.476
2039.sql,0.223,0.209,0.208,0.238
2040.sql,0.170,0.169,0.172,0.167
2041.sql,0.627,0.638,0.639,0.724
2042.sql,1.289,1.290,1.301,1.294
2043.sql,0.209,0.134,0.133,0.129
2044.sql,2.322,2.325,2.328,2.384
2045.sql,0.196,0.117,0.119,0.118
2046.sql,0.454,0.493,0.408,0.425
2047.sql,0.189,0.215,0.186,0.189
2048.sql,0.380,0.387,0.451,0.378
2049.sql,5.003,5.002,5.233,5.102
2050.sql,1.535,1.611,1.545,1.525
2051.sql,0.310,0.311,0.312,0.308
2052.sql,0.166,0.161,0.164,0.188
2053.sql,1.257,1.187,1.188,1.278
2055.sql,0.233,0.231,0.234,0.235
2056.sql,13.106,14.808,12.789,12.979
2057.sql,0.140,0.144,0.137,0.139
2058.sql,2.653,2.696,2.624,2.681
2059.sql,0.728,0.756,0.695,0.740
2060.sql,0.333,0.367,0.301,0.356
2062.sql,0.159,0.154,0.149,0.148
2063.sql,0.081,0.091,0.091,0.090
2064.sql,0.763,0.780,0.722,0.706
2065.sql,0.089,0.084,0.083,0.080
2066.sql,0.545,0.485,0.537,0.483
2067.sql,0.463,0.432,0.432,0.435
2068.sql,5.576,5.343,5.557,5.450
2069.sql,7.864,7.508,7.489,7.503
2070.sql,0.065,0.063,0.063,0.065
2071.sql,1.217,1.121,1.080,1.084
2072.sql,0.138,0.142,0.141,0.132
2073.sql,0.115,0.116,0.111,0.107
2074.sql,0.104,0.109,0.096,0.113
2075.sql,3.473,3.618,3.587,3.630
2076.sql,0.150,0.152,0.155,0.150
2077.sql,0.171,0.190,0.192,0.171
2078.sql,0.149,0.174,0.170,0.148
2079.sql,0.184,0.200,0.174,0.181
2080.sql,1.974,1.827,1.817,1.831
2081.sql,0.151,0.135,0.145,0.147
2082.sql,0.103,0.108,0.105,0.111
2083.sql,0.152,0.141,0.154,0.130
2084.sql,3.593,3.728,3.628,3.802
2085.sql,0.740,0.745,0.777,0.794
2086.sql,1.197,1.160,1.180,1.183
2087.sql,0.426,0.401,0.463,0.388
2088.sql,0.080,0.080,0.068,0.083
2089.sql,0.646,0.655,0.744,0.658
2090.sql,1.426,1.401,1.371,1.376
2091.sql,0.412,0.360,0.377,0.414
2093.sql,6.683,6.744,6.677,6.672
2094.sql,2.288,2.246,2.243,2.233
2095.sql,1.221,1.195,1.170,1.181
2096.sql,0.806,0.954,0.805,0.817
2097.sql,0.747,0.708,0.721,0.694
2098.sql,0.144,0.141,0.161,0.154
2099.sql,9.078,8.994,9.253,9.397
2100.sql,0.624,0.620,0.602,0.651
2101.sql,0.118,0.124,0.126,0.136
2102.sql,1.155,1.185,1.167,1.142
2103.sql,0.149,0.143,0.143,0.138
2104.sql,0.652,0.659,0.661,0.647
2105.sql,1.577,1.576,1.579,1.703
2106.sql,1.506,1.580,1.486,1.510
2107.sql,1.122,1.195,1.211,1.186
2108.sql,0.161,0.154,0.184,0.163
2109.sql,4.510,4.427,4.549,4.436
2111.sql,0.693,0.649,0.642,0.620
2112.sql,0.214,0.205,0.213,0.215
2113.sql,0.160,0.141,0.166,0.161
2115.sql,1.484,1.419,1.474,1.424
2116.sql,0.171,0.170,0.148,0.150
2117.sql,0.826,0.870,0.971,0.856
2118.sql,25.069,25.215,25.263,25.434
2119.sql,0.136,0.114,0.111,0.124
2120.sql,1.014,0.986,1.022,0.985
2121.sql,1.444,1.530,1.421,1.531
2122.sql,0.167,0.165,0.166,0.166
2123.sql,0.121,0.121,0.115,0.117
2124.sql,0.583,0.596,0.587,0.541
2125.sql,2.079,2.074,2.080,2.076
2126.sql,1.309,1.334,1.418,1.410
2128.sql,0.078,0.075,0.071,0.077
2129.sql,0.472,0.481,0.429,0.514
2130.sql,0.916,0.951,0.921,0.919
2131.sql,0.149,0.141,0.144,0.151
2132.sql,0.411,0.356,0.362,0.367
2133.sql,2.517,2.504,2.503,2.448
2134.sql,0.445,0.509,0.446,0.460
2135.sql,0.105,0.099,0.091,0.105
2136.sql,0.233,0.228,0.221,0.228
2137.sql,121.571,121.786,122.961,123.001
2138.sql,0.160,0.160,0.164,0.160
2139.sql,1.163,1.196,1.139,1.191
2140.sql,1.117,1.105,1.146,1.202
2142.sql,1.316,1.290,1.259,1.261
2143.sql,0.110,0.121,0.119,0.113
2144.sql,0.403,0.414,0.360,0.413
2145.sql,0.674,0.605,0.637,0.635
2146.sql,1.799,1.782,1.767,1.773
2147.sql,0.094,0.092,0.096,0.096
2148.sql,0.112,0.133,0.127,0.116
2149.sql,0.117,0.115,0.104,0.104
2150.sql,2.601,2.430,2.533,2.465
2152.sql,0.163,0.165,0.255,0.157
2153.sql,1.949,1.990,1.880,1.851
2154.sql,0.688,0.691,0.681,0.687
2155.sql,1.795,1.920,1.922,1.784
2156.sql,1.285,1.292,1.392,1.364
2157.sql,1.312,1.304,1.320,1.321
2158.sql,0.159,0.167,0.165,0.171
2159.sql,18.732,16.295,16.049,17.324
2160.sql,0.578,0.527,0.526,0.536
2161.sql,14.787,14.663,14.808,14.670
2162.sql,0.129,0.138,0.125,0.125
2163.sql,17.454,16.887,16.953,17.549
2164.sql,0.984,0.948,0.931,1.076
2165.sql,1.353,1.427,1.410,1.374
2166.sql,1.924,1.855,1.899,1.941
2167.sql,1.309,1.288,1.336,1.268
2168.sql,0.395,0.443,0.374,0.415
2169.sql,0.162,0.147,0.160,0.166
2170.sql,0.119,0.118,0.125,0.117
2171.sql,1.228,1.162,1.149,1.151
2172.sql,4.308,4.453,4.334,4.389
2173.sql,0.191,0.190,0.187,0.194
2174.sql,0.332,0.391,0.400,0.333
2175.sql,3.034,3.033,3.147,3.073
2176.sql,0.137,0.130,0.129,0.150
2177.sql,0.123,0.130,0.129,0.134
2178.sql,0.541,0.521,0.581,0.519
2179.sql,0.131,0.135,0.145,0.152
2180.sql,0.453,0.429,0.450,0.452
2181.sql,1.099,1.113,1.102,1.141
2182.sql,0.129,0.140,0.131,0.131
2183.sql,0.338,0.338,0.306,0.309
2184.sql,0.102,0.095,0.096,0.103
2185.sql,97.563,97.051,97.180,97.467
2186.sql,0.576,0.573,0.548,0.529
2188.sql,0.189,0.174,0.153,0.159
2189.sql,3.939,3.834,3.803,3.847
2190.sql,0.623,0.686,0.598,0.637
2192.sql,0.162,0.154,0.166,0.162
2193.sql,0.091,0.087,0.083,0.084
2194.sql,2.791,2.720,2.865,2.806
2195.sql,0.150,0.147,0.135,0.193
2196.sql,0.229,0.220,0.229,0.225
2197.sql,0.104,0.108,0.105,0.106
2198.sql,0.240,0.234,0.247,0.250
2199.sql,0.135,0.155,0.136,0.143
2200.sql,0.162,0.163,0.161,0.161
2201.sql,0.431,0.405,0.359,0.375
2202.sql,0.117,0.124,0.119,0.128
2203.sql,0.104,0.100,0.106,0.096
2204.sql,0.199,0.196,0.186,0.189
2206.sql,0.166,0.160,0.163,0.156
2207.sql,0.524,0.438,0.450,0.447
2208.sql,0.377,0.218,0.186,0.194
2209.sql,0.140,0.120,0.142,0.129
2210.sql,12.789,12.354,13.385,12.453
2211.sql,0.184,0.171,0.168,0.171
2212.sql,8.336,8.335,8.492,8.375
2213.sql,0.450,0.421,0.415,0.402
2214.sql,0.624,0.675,0.625,0.628
2215.sql,0.087,0.097,0.089,0.097
2217.sql,0.394,0.416,0.372,0.370
2218.sql,0.868,0.911,0.882,0.863
2219.sql,0.133,0.125,0.141,0.124
2220.sql,0.117,0.115,0.129,0.124
2221.sql,0.133,0.140,0.130,0.125
2222.sql,0.584,0.498,0.496,0.494
2223.sql,1.426,1.304,1.303,1.402
2224.sql,0.148,0.143,0.147,0.169
2225.sql,0.114,0.112,0.108,0.113
2226.sql,0.169,0.189,0.189,0.190
2228.sql,1.298,1.265,1.266,1.261
2229.sql,0.615,0.555,0.555,0.561
2231.sql,0.357,0.358,0.332,0.333
2232.sql,0.777,0.827,0.793,0.825
2233.sql,1.531,1.501,1.529,1.482
2234.sql,1.160,1.181,1.245,1.178
2235.sql,1.307,1.320,1.340,1.282
2236.sql,0.114,0.119,0.115,0.112
2237.sql,9.190,9.227,9.129,9.139
2238.sql,1.296,1.370,1.333,1.282
2239.sql,1.266,1.190,1.192,1.265
2240.sql,0.088,0.091,0.094,0.091
2241.sql,28.749,29.369,28.787,29.662
2242.sql,0.489,0.448,0.470,0.439
2243.sql,0.208,0.217,0.222,0.213
2244.sql,0.133,0.126,0.131,0.111
2245.sql,1.375,1.405,1.448,1.422
2246.sql,2.713,2.533,2.722,2.688
2247.sql,0.126,0.118,0.120,0.137
2248.sql,2.298,2.243,2.247,2.345
2249.sql,0.091,0.095,0.091,0.096
2250.sql,0.121,0.126,0.119,0.123
2251.sql,7.875,7.927,8.025,7.991
2252.sql,0.156,0.153,0.149,0.153
2253.sql,1.068,1.124,1.133,1.114
2254.sql,2.266,2.267,2.262,2.271
2255.sql,0.096,0.099,0.097,0.095
2256.sql,0.148,0.143,0.142,0.143
2257.sql,2.029,2.008,1.975,1.972
2258.sql,39.052,39.235,38.890,38.822
2259.sql,2.016,2.087,2.100,2.123
2260.sql,0.643,0.616,0.685,0.608
2261.sql,0.451,0.438,0.417,0.440
2263.sql,0.150,0.139,0.145,0.142
2264.sql,0.284,0.283,0.238,0.261
2266.sql,1.001,0.992,1.006,1.017
2267.sql,0.441,0.453,0.518,0.489
2268.sql,0.599,0.558,0.555,0.560
2269.sql,0.154,0.155,0.135,0.150
2271.sql,2.563,2.667,2.610,2.657
2272.sql,3.852,1.550,1.568,1.530
